Id,Content,User,Event,Created at,Updated at
130,Sorry guys...i was still typing and pressed enter...Let me know if all good?,189,116,2014-08-05 23:08:22,2014-08-05 23:08:22
129,sounds good to me,422,223,2014-08-05 23:07:35,2014-08-05 23:07:35
128,"Guys, I have just booked Pietro. 7:45 it is. See you all.",189,116,2014-08-05 23:03:50,2014-08-05 23:03:50
127,Our group of 6 can easily be a group of 8,27,108,2014-08-05 22:57:15,2014-08-05 22:57:15
126,"Totally Fine, and Aisi you should join us too. See you all soon!",27,108,2014-08-05 22:57:00,2014-08-05 22:57:00
125,Hey guys! What about Porcini? It's a small BYOB Italian place - 2048 Sansom.,694,223,2014-08-05 22:56:08,2014-08-05 22:56:08
124,Let's go to Pietro?,658,116,2014-08-05 22:55:55,2014-08-05 22:55:55
122,Either of those work for me! ,461,116,2014-08-05 22:53:50,2014-08-05 22:53:50
121,Pietro's is on 1714 Walnut Street (between 17th and 18th on Walnut),189,116,2014-08-05 22:53:26,2014-08-05 22:53:26
120,Guys - how about Pietro's Coal Oven Pizzeria..Reservation for 7.45 pm for 6.,189,116,2014-08-05 22:52:52,2014-08-05 22:52:52
119,730! sounds great. ,330,113,2014-08-05 22:52:47,2014-08-05 22:52:47
118,"Hi, any sugesstions for a restaurant? ",599,307,2014-08-05 22:48:32,2014-08-05 22:48:32
117,Want to try Sampan?  It's an Asian Fusion place on 13th,667,116,2014-08-05 22:46:42,2014-08-05 22:46:42
116,I might have to rush out if we do 8:30 bc dance team practice is at 9:30 :(,461,116,2014-08-05 22:40:52,2014-08-05 22:40:52
115,Open to other suggestions or we could just take it,461,116,2014-08-05 22:39:47,2014-08-05 22:39:47
114,"Dandelion (in the 2 secs I took to call back) no longer has 8, but has 8:30...",461,116,2014-08-05 22:39:07,2014-08-05 22:39:07
113,Cool with me too.,118,116,2014-08-05 22:37:31,2014-08-05 22:37:31
112,This site is not the best at refreshing comments...,461,116,2014-08-05 22:35:26,2014-08-05 22:35:26
111,Works for me!,667,116,2014-08-05 22:35:21,2014-08-05 22:35:21
110,The Dandelion has availability at 8:00. Thoughts?,461,116,2014-08-05 22:34:56,2014-08-05 22:34:56
109,Ditto.,339,116,2014-08-05 22:34:29,2014-08-05 22:34:29
108,@ Lilly: Works for me.  Will leave it to the rest of the group,658,116,2014-08-05 22:34:18,2014-08-05 22:34:18
107,I can bring moneys to split alcohol :),314,95,2014-08-05 22:28:31,2014-08-05 22:28:31
106,The Dandelion could be a possibility?,461,116,2014-08-05 22:26:38,2014-08-05 22:26:38
105,And corner foodery - that's just sandwiches though (I think),118,116,2014-08-05 22:25:24,2014-08-05 22:25:24
104,My friend said Indian Restaurant on South Street is good,118,116,2014-08-05 22:24:37,2014-08-05 22:24:37
103,Just called and they are full.  Any other suggestions?,667,116,2014-08-05 22:22:36,2014-08-05 22:22:36
102,"also, I'm driving from 25&locust, happy to pick up around Rittenhouse",123,108,2014-08-05 22:21:51,2014-08-05 22:21:51
101,Looks good to me. Do we need a res? Cheaper works too.,339,116,2014-08-05 22:21:46,2014-08-05 22:22:10
100,Sounds good to me. Hear good things about AC as well,118,116,2014-08-05 22:20:42,2014-08-05 22:20:42
99,I'd probably prefer something a tad cheaper but down if you guys wanna! ,461,116,2014-08-05 22:20:41,2014-08-05 22:20:41
98,"Effies sounds awesome.  That is at 7:30, right?",421,113,2014-08-05 22:18:49,2014-08-05 22:18:49
97,fine if I bring my Wharton partner as a+1? ,123,108,2014-08-05 22:17:37,2014-08-05 22:17:37
96,How does Audrey Claire sound to everyone?,667,116,2014-08-05 22:15:57,2014-08-05 22:15:57
94,Monk's cafe is supposed to be pretty great but could be hard to get a table,118,116,2014-08-05 22:14:46,2014-08-05 22:14:46
93,Where do you guys wanna go?,461,116,2014-08-05 22:09:29,2014-08-05 22:09:29
92,Where do you guys want to eat? any recommendations?,658,116,2014-08-05 22:09:21,2014-08-05 22:09:21
91,"Where to, fellas?",339,233,2014-08-05 22:07:41,2014-08-05 22:07:41
90,Would Effie's work? I made a reservation but am flexible,104,113,2014-08-05 21:57:29,2014-08-05 21:57:29
89,See you there--I'm at 774-239-6123,622,117,2014-08-05 21:56:49,2014-08-05 21:56:49
88,I'll bring white! You can buy wine at 21 and Market ,328,109,2014-08-05 21:56:20,2014-08-05 21:56:20
87,Guys - can I join your group. Can't see any new groups.,189,113,2014-08-05 21:53:21,2014-08-05 21:53:21
86,This place is Szechuan style and can be very spicy.  Heads up!,27,222,2014-08-05 21:52:45,2014-08-05 21:52:45
85,Village whiskey or twenty manning?,65,146,2014-08-05 21:52:18,2014-08-05 21:52:18
84,Any suggestions for venue? Percy Street BBQ looks pretty interesting.,265,220,2014-08-05 21:48:02,2014-08-05 21:48:02
83,"Ok - we have a reservation there for 7:30, see you all soon",119,110,2014-08-05 21:46:32,2014-08-05 21:46:32
82,"Ok - we have a reservation there for 7:30, see you all soon",119,110,2014-08-05 21:44:46,2014-08-05 21:44:46
81,Chinese restaurant called Sue Xing (near Rittenhouse),662,216,2014-08-05 21:42:01,2014-08-05 21:42:01
80,My no is 919-667-8662. There's a good,662,216,2014-08-05 21:39:58,2014-08-05 21:39:58
79,Where are you guys buying wine from? Any recommended liquor stores??,265,109,2014-08-05 21:28:21,2014-08-05 21:28:21
78,hey guys.. any ideas on restaurants?,659,114,2014-08-05 21:28:18,2014-08-05 21:28:18
77,"Works for me, let's meet there at 730",602,114,2014-08-05 21:24:03,2014-08-05 21:24:03
76,I can bring a red as well! See you guys tonight.,451,95,2014-08-05 21:22:00,2014-08-05 21:22:00
75,Hey guys! See you soon. I'll bring a bottle of white as well.,299,95,2014-08-05 21:16:47,2014-08-05 21:16:47
74,I've been looking at Yelp and have beef brisket on the mind...,164,108,2014-08-05 21:16:47,2014-08-05 21:16:47
73,I'll bring a bottle of red!,197,109,2014-08-05 21:14:05,2014-08-05 21:14:05
72,"See all at 8 pm, Rouge. 650-454-7303, Tim",270,117,2014-08-05 21:13:31,2014-08-05 21:13:31
71,Where do you guys want to meet?!,43,119,2014-08-05 21:13:13,2014-08-05 21:13:13
70,Where do you guys want to meet?!,43,119,2014-08-05 21:11:50,2014-08-05 21:11:50
69,Hey majed you didn't make a separate reservation did you?,314,95,2014-08-05 21:11:38,2014-08-05 21:11:38
68,What do you guys think about going to Erawan (23rd and Chestnut)?,126,115,2014-08-05 21:08:50,2014-08-05 21:08:50
67,PS-- Looking forward to it!,421,113,2014-08-05 21:08:50,2014-08-05 21:08:50
66,Hi guys-- any preference about location?  ,421,113,2014-08-05 21:08:30,2014-08-05 21:08:30
65,see you guys at 8.  im 585-750-6340 just in case,471,117,2014-08-05 21:00:38,2014-08-05 21:00:38
64,I can get a bottle of white!  See you guys tonight! ,194,95,2014-08-05 20:58:47,2014-08-05 20:58:47
63,Chelsie - I saw your name on several dinners. Will you be joining us?,550,117,2014-08-05 20:55:28,2014-08-05 20:55:28
62,Zander -- 8 works for me. I'll be there a bit early to get our table etc..,550,117,2014-08-05 20:53:49,2014-08-05 20:53:49
61,I'll bring some red,143,95,2014-08-05 20:52:11,2014-08-05 20:52:11
60,Alright guys - this should be great - i'm at 617 413 8783. See you all at 8?,624,117,2014-08-05 20:51:56,2014-08-05 20:51:56
58,"erawan is confirmed, see u there!",152,95,2014-08-05 20:50:09,2014-08-05 20:50:09
57,"Awesome, see you guys at 8! ",265,109,2014-08-05 20:49:50,2014-08-05 20:49:50
56,Im up for anything!,152,95,2014-08-05 20:49:46,2014-08-05 20:49:46
55,Meet at 13th and Samson and go from there?,354,114,2014-08-05 20:49:46,2014-08-05 20:49:46
54,Happy to go with that suggestion ,622,117,2014-08-05 20:47:50,2014-08-05 20:47:50
52,"Erawan. Thai. 123 s 23rd. Reservation under ""Mitchell"" (my last name). Byob",314,95,2014-08-05 20:47:31,2014-08-05 20:47:31
51,Anyone opposed to Rouge in Rittenhouse Sq? Anytime 7:30 - 8 works,550,117,2014-08-05 20:44:49,2014-08-05 20:46:23
50,"Hey Daniel, I just signed up!  Can you send me the details?",610,41,2014-08-05 20:30:55,2014-08-05 20:30:55
49,Somewhere BYOB?,143,95,2014-08-05 20:30:48,2014-08-05 20:30:48
48,First Cluster 4 Dinner WOHO!,605,108,2014-08-05 20:25:15,2014-08-05 20:25:15
47,yan: 919 923 7393,42,119,2014-08-05 20:04:42,2014-08-05 20:04:42
45,hey guys! where will we meet for dinner!,155,81,2014-08-05 19:34:15,2014-08-05 19:34:15
44,"Full bar, no need to BYOB!",248,41,2014-08-05 19:29:31,2014-08-05 19:29:31
43,"Works great! I'll bring a bottle, red or white? ",328,109,2014-08-05 19:26:25,2014-08-05 19:26:25
42,Guys do we have a preference for cuisine or location? Happy to reserve a place!,87,144,2014-08-05 19:06:25,2014-08-05 19:06:25
41,Who wants to get a reservation?,344,171,2014-08-05 19:06:25,2014-08-05 19:06:25
38,In case we get a 6th: Alma de Cuba @ 7:00,407,41,2014-08-05 19:04:42,2014-08-05 19:04:42
37,"For those unaware, Percy St. BBQ is between 9th & 10th on South St.",27,108,2014-08-05 19:00:21,2014-08-05 19:00:21
36,Just sent details. LMK if anyone wants to do something different.,248,41,2014-08-05 18:58:47,2014-08-05 18:58:47
35,In for Pietro's. See you guys then,329,110,2014-08-05 18:56:25,2014-08-05 18:56:25
32,Or I'm happy to research one although I don't know the area well!,314,95,2014-08-05 18:38:21,2014-08-05 18:38:21
31,Hey! Just joined this morning...do we have a location yet?,314,95,2014-08-05 18:37:58,2014-08-05 18:37:58
29,I got 8pm reservation at la Fontana! Hope that works,338,109,2014-08-05 18:34:21,2014-08-05 18:34:21
28,Any suggestions?,293,86,2014-08-05 18:27:57,2014-08-05 18:27:57
27,how about La Fontana Della Citta? its at 17th and spruce and byob,332,109,2014-08-05 18:12:01,2014-08-05 18:12:01
26,Where should we go??,161,73,2014-08-05 17:53:00,2014-08-05 17:53:00
25,Pietro sounds good,367,110,2014-08-05 17:08:48,2014-08-05 17:08:48
24,Never been but I'm up for anything. ,376,43,2014-08-05 17:03:07,2014-08-05 17:03:07
23,Also - I am on 215-499-8909,119,110,2014-08-05 16:58:19,2014-08-05 16:58:19
22,Guys would Pietro's (Italian) at 17th and Walnut work?,119,110,2014-08-05 16:57:42,2014-08-05 16:57:42
21,Hey guys? Interest in Porcinis?,385,43,2014-08-05 16:37:33,2014-08-05 16:37:33
20,"Yup, let's do 8 at Percy St.  Can't wait",27,108,2014-08-05 16:26:33,2014-08-05 16:26:33
19,So 8p at Percy St BBQ :)?,164,108,2014-08-05 16:17:31,2014-08-05 16:17:31
18,Ideas?,327,44,2014-08-05 15:43:17,2014-08-05 15:43:17
16,"village whiskey is good, does anyone know of a good BYO place to try? ",328,109,2014-08-05 15:35:28,2014-08-05 15:35:28
14,Where to? ,41,110,2014-08-05 15:33:35,2014-08-05 15:33:35
13,"Hey guys, what do you on location? Village whiskey?",338,109,2014-08-05 15:20:09,2014-08-05 15:20:09
12,Hi,246,73,2014-08-05 12:38:56,2014-08-05 12:38:56
11,"I'm in, but can we do a little later, like 8, or 8:30?",27,108,2014-08-05 02:12:47,2014-08-05 02:12:47
